date,description,reference_no,debit,credit,balance,mode
11-11-2021,RTGS Payment - Kolkata Packaging Co,TXN1603,7523634,0,1597586857,RTGS
12-11-2021,NEFT Credit - Coastal Traders,TXN1604,0,9580932,1607167789,RTGS
16-11-2021,RTGS Payment - Surat Fabric Traders,TXN1605,11203209,0,1595964580,RTGS
17-11-2021,NEFT Credit - Sterling Corp,TXN1606,0,3709393,1599673973,NEFT
17-11-2021,NEFT Credit - Orbit Solutions,TXN1607,0,11497969,1611171942,RTGS
18-11-2021,RTGS Payment - Bangalore Thread Works,TXN1608,14791010,0,1596380932,RTGS
18-11-2021,RTGS Payment - Pune Engineering Works,TXN1609,12592617,0,1583788315,RTGS
19-11-2021,NEFT Credit - Coastal Traders,TXN1610,0,3665901,1587454216,NEFT
19-11-2021,NEFT Credit - Orbit Solutions,TXN1611,0,7280460,1594734676,RTGS
22-11-2021,Cheque Return - Insufficient Funds Ref 221190,CHQ2021A,200000,0,1637563501,CHEQUE
22-11-2021,NEFT Credit - Allied Industries,TXN1614,0,14514691,1637763501,RTGS
22-11-2021,NEFT Credit - Pioneer Mfg Ltd,TXN1612,0,18363766,1613098442,RTGS
22-11-2021,NEFT Credit - Crown Industries,TXN1613,0,10150368,1623248810,RTGS
23-11-2021,RTGS Payment - Punjab Suppliers Co,TXN1616,2584348,0,1634979153,RTGS
23-11-2021,RTGS Payment - Surat Fabric Traders,TXN1617,12315171,0,1622663982,RTGS
24-11-2021,NEFT Credit - Himalaya Exports,TXN1618,0,5457144,1628121126,RTGS
25-11-2021,RTGS Payment - Hyderabad Dye Stuff Co,TXN1619,2329419,0,1625791707,RTGS
25-11-2021,RTGS Payment - Hyderabad Dye Stuff Co,TXN1620,8944947,0,1616846760,RTGS
26-11-2021,NEFT Credit - Falcon Enterprises,TXN1621,0,16916444,1633763204,RTGS
29-11-2021,NEFT Credit - Diamond Exports Ltd,TXN1622,0,18689042,1652452246,RTGS
30-11-2021,RTGS Payment - Surat Fabric Traders,TXN1623,4683206,0,1647769040,RTGS
01-12-2021,Rent Payment - Factory Premises,RNT202112,500000,0,1647269040,NEFT
02-12-2021,RTGS Payment - Ludhiana Yarn Mills,TXN1625,6996624,0,1640272416,RTGS
02-12-2021,RTGS Payment - Hyderabad Dye Stuff Co,TXN1626,13934843,0,1626337573,RTGS
03-12-2021,NEFT Credit - Sterling Corp,TXN1627,0,16804343,1643141916,RTGS
03-12-2021,NEFT Credit - Royal Textiles,TXN1628,0,19245775,1662387691,RTGS
06-12-2021,NEFT Credit - Eastern Exports,TXN1630,0,5226689,1678077985,RTGS
06-12-2021,NEFT Credit - Falcon Enterprises,TXN1629,0,10463605,1672851296,RTGS
07-12-2021,Salary Payment - All Staff,SAL202112,2800000,0,1675277985,NEFT
07-12-2021,TDS Payment Challan 281,TDS202112,450554,0,1674827431,NEFT
08-12-2021,NEFT Credit - Prime Exports,TXN1633,0,12855887,1687683318,RTGS
09-12-2021,RTGS Payment - Ahmedabad Dyes Ltd,TXN1634,3271218,0,1684412100,RTGS
13-12-2021,NEFT Credit - Coastal Traders,TXN1635,0,16054104,1700466204,RTGS
13-12-2021,NEFT Credit - Central Trading,TXN1636,0,9761578,1710227782,RTGS
14-12-2021,RTGS Payment - Tirupur Cotton Co,TXN1637,10618424,0,1699609358,RTGS
14-12-2021,RTGS Payment - Kolkata Packaging Co,TXN1638,2143037,0,1697466321,RTGS
15-12-2021,Advance Tax Payment,ADVTAX202112,1200000,0,1696266321,NEFT
16-12-2021,RTGS Payment - Ludhiana Yarn Mills,TXN1640,7108935,0,1689157386,RTGS
16-12-2021,RTGS Payment - Ahmedabad Dyes Ltd,TXN1641,11947180,0,1677210206,RTGS
17-12-2021,NEFT Credit - Diamond Exports Ltd,TXN1644,0,11835882,1705353906,RTGS
17-12-2021,NEFT Credit - Central Trading,TXN1643,0,5293017,1693518024,RTGS
17-12-2021,NEFT Credit - Ganges Corp,TXN1642,0,11014801,1688225007,RTGS
20-12-2021,GST Payment - GSTIN MH29AA1234Z,GST202112,1207868,0,1704146038,NEFT
21-12-2021,RTGS Payment - Delhi Logistics Pvt Ltd,TXN1646,11359637,0,1692786401,RTGS
21-12-2021,RTGS Payment - Tirupur Cotton Co,TXN1647,11217243,0,1681569158,RTGS
22-12-2021,NEFT Credit - Diamond Exports Ltd,TXN1648,0,18450663,1700019821,RTGS
22-12-2021,NEFT Credit - Silver Oak Ltd,TXN1649,0,17389495,1717409316,RTGS
23-12-2021,RTGS Payment - Ludhiana Yarn Mills,TXN1650,6106492,0,1711302824,RTGS
24-12-2021,NEFT Credit - Prestige Manufacturing,TXN1651,0,6718527,1718021351,RTGS
24-12-2021,NEFT Credit - Central Trading,TXN1652,0,15811477,1733832828,RTGS
24-12-2021,NEFT Credit - Sterling Corp,TXN1653,0,3532280,1737365108,NEFT
27-12-2021,NEFT Credit - Deccan Industries,TXN1654,0,10735224,1748100332,RTGS
27-12-2021,NEFT Credit - Himalaya Exports,TXN1655,0,18124815,1766225147,RTGS
28-12-2021,Electricity Bill - MSEDCL,ELEC202112,356352,0,1765868795,NEFT
29-12-2021,NEFT Credit - Northern Exports,TXN1658,0,16569858,1796373503,RTGS
29-12-2021,NEFT Credit - Prestige Manufacturing,TXN1657,0,13934850,1779803645,RTGS
30-12-2021,RTGS Payment - Pune Engineering Works,TXN1659,2721086,0,1793652417,RTGS
31-12-2021,NEFT Credit - National Traders,TXN1660,0,18995945,1812648362,RTGS
03-01-2022,NEFT Credit - Silver Oak Ltd,TXN1661,0,6727677,1819376039,RTGS
03-01-2022,NEFT Credit - Central Trading,TXN1662,0,18134224,1837510263,RTGS
03-01-2022,NEFT Credit - Global Exports India,TXN1663,0,21007989,1858518252,RTGS
04-01-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN1664,14640596,0,1843877656,RTGS
04-01-2022,RTGS Payment - Rajasthan Textiles Supply,TXN1665,9398299,0,1834479357,RTGS
05-01-2022,NACH Debit - HDFC Bank Loan Repayment,EMI1202201,1500000,0,1832979357,NEFT
06-01-2022,RTGS Payment - Punjab Suppliers Co,TXN1667,10396745,0,1822582612,RTGS
07-01-2022,Salary Payment - All Staff,SAL202201,3400000,0,1819182612,NEFT
11-01-2022,RTGS Payment - Delhi Logistics Pvt Ltd,TXN1669,12976557,0,1806206055,RTGS
11-01-2022,RTGS Payment - Ludhiana Yarn Mills,TXN1670,9188663,0,1797017392,RTGS
12-01-2022,NEFT Credit - Apex Corp,TXN1671,0,14384831,1811402223,RTGS
12-01-2022,NEFT Credit - Central Trading,TXN1672,0,21265393,1832667616,RTGS
12-01-2022,NEFT Credit - Prestige Manufacturing,TXN1673,0,13985385,1846653001,RTGS
13-01-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN1675,12879250,0,1822177009,RTGS
13-01-2022,RTGS Payment - Ahmedabad Dyes Ltd,TXN1674,11596742,0,1835056259,RTGS
14-01-2022,NEFT Credit - Falcon Enterprises,TXN1676,0,13002839,1835179848,RTGS
17-01-2022,NEFT Credit - Deccan Industries,TXN1677,0,6392627,1841572475,RTGS
18-01-2022,RTGS Payment - Punjab Suppliers Co,TXN1678,15276886,0,1826295589,RTGS
18-01-2022,RTGS Payment - Surat Fabric Traders,TXN1679,14329328,0,1811966261,RTGS
19-01-2022,NEFT Credit - Diamond Exports Ltd,TXN1680,0,8942275,1820908536,RTGS
20-01-2022,GST Payment - GSTIN MH29AA1234Z,GST202201,1014012,0,1819894524,NEFT
21-01-2022,NEFT Credit - Metro Traders Pvt Ltd,TXN1682,0,14244207,1834138731,RTGS
24-01-2022,NEFT Credit - Crown Industries,TXN1683,0,15388033,1849526764,RTGS
25-01-2022,RTGS Payment - Mumbai Transport Co,TXN1684,4962255,0,1844564509,RTGS
25-01-2022,RTGS Payment - Chennai Chemicals Ltd,TXN1685,11431492,0,1833133017,RTGS
26-01-2022,NEFT Credit - Western Corp,TXN1686,0,9401706,1842534723,RTGS
26-01-2022,NEFT Credit - Sunrise Trading Co,TXN1687,0,9234352,1851769075,RTGS
27-01-2022,RTGS Payment - Bangalore Thread Works,TXN1688,17130264,0,1834638811,RTGS
28-01-2022,Electricity Bill - MSEDCL,ELEC202201,300140,0,1834338671,NEFT
31-01-2022,NEFT Credit - Ganges Corp,TXN1690,0,11440906,1845779577,RTGS
31-01-2022,NEFT Credit - Royal Textiles,TXN1691,0,22927506,1868707083,RTGS
31-01-2022,NEFT Credit - Pioneer Mfg Ltd,TXN1692,0,11150951,1879858034,RTGS
01-02-2022,Rent Payment - Factory Premises,RNT202202,500000,0,1879358034,NEFT
02-02-2022,NEFT Credit - Indus Trading,TXN1694,0,11882065,1891240099,RTGS
02-02-2022,NEFT Credit - Diamond Exports Ltd,TXN1695,0,11927342,1903167441,RTGS
03-02-2022,RTGS Payment - Tirupur Cotton Co,TXN1696,10325654,0,1892841787,RTGS
04-02-2022,NEFT Credit - Ganges Corp,TXN1697,0,21700790,1914542577,RTGS
04-02-2022,NEFT Credit - Sunrise Trading Co,TXN1698,0,5838394,1920380971,RTGS
07-02-2022,Salary Payment - All Staff,SAL202202,3400000,0,1916980971,NEFT
08-02-2022,RTGS Payment - Delhi Logistics Pvt Ltd,TXN1700,12377817,0,1904603154,RTGS
08-02-2022,RTGS Payment - Kolkata Packaging Co,TXN1701,13239612,0,1891363542,RTGS
09-02-2022,NEFT Credit - Diamond Exports Ltd,TXN1703,0,13497521,1916612966,RTGS
09-02-2022,NEFT Credit - Himalaya Exports,TXN1702,0,11751903,1903115445,RTGS
11-02-2022,NEFT Credit - Prestige Manufacturing,TXN1704,0,19573772,1936186738,RTGS
14-02-2022,NEFT Credit - Falcon Enterprises,TXN1705,0,16156462,1952343200,RTGS
16-02-2022,NEFT Credit - Delta Traders,TXN1706,0,22647487,1974990687,RTGS
16-02-2022,NEFT Credit - Crown Industries,TXN1707,0,13266300,1988256987,RTGS
16-02-2022,NEFT Credit - Zenith Industries Ltd,TXN1708,0,16641036,2004898023,RTGS
17-02-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN1709,12014713,0,1992883310,RTGS
17-02-2022,RTGS Payment - Ahmedabad Dyes Ltd,TXN1710,14025806,0,1978857504,RTGS
18-02-2022,NEFT Credit - Metro Traders Pvt Ltd,TXN1711,0,20027401,1998884905,RTGS
18-02-2022,NEFT Credit - Southern Corp,TXN1712,0,12963082,2011847987,RTGS
18-02-2022,NEFT Credit - Coastal Traders,TXN1713,0,11081491,2022929478,RTGS
21-02-2022,NEFT Credit - Bharat Industries Ltd,TXN1716,0,11769639,2059620816,RTGS
21-02-2022,NEFT Credit - Northern Exports,TXN1714,0,15181929,2038111407,RTGS
21-02-2022,NEFT Credit - Falcon Enterprises,TXN1715,0,9739770,2047851177,RTGS
22-02-2022,RTGS Payment - Surat Fabric Traders,TXN1717,4150140,0,2055470676,RTGS
23-02-2022,NEFT Credit - Crown Industries,TXN1719,0,18151571,2078305049,RTGS
23-02-2022,NEFT Credit - Indus Trading,TXN1718,0,4682802,2060153478,NEFT
23-02-2022,NEFT Credit - Metro Traders Pvt Ltd,TXN1720,0,22807269,2101112318,RTGS
24-02-2022,RTGS Payment - Punjab Suppliers Co,TXN1722,17781022,0,2078606572,RTGS
24-02-2022,RTGS Payment - Ludhiana Yarn Mills,TXN1721,4724724,0,2096387594,RTGS
25-02-2022,NEFT Credit - Silver Oak Ltd,TXN1723,0,17301970,2095908542,RTGS
25-02-2022,NEFT Credit - Sunrise Trading Co,TXN1724,0,10097555,2106006097,RTGS
28-02-2022,Electricity Bill - MSEDCL,ELEC202202,267322,0,2105738775,NEFT
01-03-2022,Rent Payment - Factory Premises,RNT202203,500000,0,2105238775,NEFT
02-03-2022,NEFT Credit - Allied Industries,TXN1727,0,15636141,2120874916,RTGS
02-03-2022,NEFT Credit - National Traders,TXN1728,0,20197438,2141072354,RTGS
02-03-2022,NEFT Credit - Prime Exports,TXN1729,0,12504500,2153576854,RTGS
03-03-2022,RTGS Payment - Kolkata Packaging Co,TXN1730,17855196,0,2135721658,RTGS
04-03-2022,NEFT Credit - Northern Exports,TXN1731,0,13263303,2148984961,RTGS
04-03-2022,NEFT Credit - Deccan Industries,TXN1732,0,14725397,2163710358,RTGS
07-03-2022,Salary Payment - All Staff,SAL202203,3400000,0,2160310358,NEFT
07-03-2022,TDS Payment Challan 281,TDS202203,380191,0,2159930167,NEFT
08-03-2022,RTGS Payment - Tirupur Cotton Co,TXN1736,18735182,0,2136313475,RTGS
08-03-2022,RTGS Payment - Punjab Suppliers Co,TXN1735,4881510,0,2155048657,RTGS
09-03-2022,NEFT Credit - Central Trading,TXN1737,0,16694916,2153008391,RTGS
11-03-2022,NEFT Credit - Delta Traders,TXN1738,0,6390061,2159398452,RTGS
11-03-2022,NEFT Credit - Northern Exports,TXN1739,0,16599725,2175998177,RTGS
11-03-2022,NEFT Credit - Zenith Industries Ltd,TXN1740,0,12233757,2188231934,RTGS
14-03-2022,NEFT Credit - Global Exports India,TXN1741,0,18620086,2206852020,RTGS
14-03-2022,NEFT Credit - Delta Traders,TXN1742,0,12156677,2219008697,RTGS
14-03-2022,NEFT Credit - Western Corp,TXN1743,0,16145094,2235153791,RTGS
16-03-2022,NEFT Credit - Delta Traders,TXN1744,0,6995491,2242149282,RTGS
16-03-2022,NEFT Credit - Ganges Corp,TXN1745,0,11205761,2253355043,RTGS
16-03-2022,NEFT Credit - Royal Textiles,TXN1746,0,4199687,2257554730,NEFT
17-03-2022,RTGS Payment - Bangalore Thread Works,TXN1747,6233925,0,2251320805,RTGS
17-03-2022,RTGS Payment - Surat Fabric Traders,TXN1748,3580605,0,2247740200,RTGS
18-03-2022,NEFT Credit - Prime Exports,TXN1750,0,13499819,2280178252,RTGS
18-03-2022,NEFT Credit - Indus Trading,TXN1751,0,17060135,2297238387,RTGS
18-03-2022,NEFT Credit - Southern Corp,TXN1749,0,18938233,2266678433,RTGS
21-03-2022,NEFT Credit - Pioneer Mfg Ltd,TXN1752,0,4881586,2302119973,NEFT
22-03-2022,RTGS Payment - Kolkata Packaging Co,TXN1753,10784869,0,2291335104,RTGS
23-03-2022,NEFT Credit - Global Exports India,TXN1754,0,11238581,2302573685,RTGS
24-03-2022,RTGS Payment - Mumbai Transport Co,TXN1755,10130879,0,2292442806,RTGS
25-03-2022,NEFT Credit - Ganges Corp,TXN1756,0,21485852,2313928658,RTGS
25-03-2022,NEFT Credit - Sterling Corp,TXN1757,0,23067871,2336996529,RTGS
28-03-2022,Electricity Bill - MSEDCL,ELEC202203,347290,0,2336649239,NEFT
29-03-2022,RTGS Payment - Mumbai Transport Co,TXN1759,13507766,0,2323141473,RTGS
30-03-2022,NEFT Credit - Southern Corp,TXN1760,0,19779761,2342921234,RTGS
31-03-2022,RTGS Payment - Kolkata Packaging Co,TXN1761,3068888,0,2339852346,RTGS
31-03-2022,RTGS Payment - Ludhiana Yarn Mills,TXN1762,8736461,0,2331115885,RTGS
01-04-2022,Rent Payment - Factory Premises,RNT202204,500000,0,2330615885,NEFT
04-04-2022,NEFT Credit - Diamond Exports Ltd,TXN1764,0,18281516,2348897401,RTGS
05-04-2022,NACH Debit - HDFC Bank Loan Repayment,EMI1202204,1500000,0,2347397401,NEFT
06-04-2022,NEFT Credit - Central Trading,TXN1766,0,15529724,2362927125,RTGS
07-04-2022,Salary Payment - All Staff,SAL202204,3400000,0,2359527125,NEFT
08-04-2022,NEFT Credit - Ganges Corp,TXN1768,0,15685715,2375212840,RTGS
11-04-2022,NEFT Credit - Allied Industries,TXN1769,0,15395097,2390607937,RTGS
11-04-2022,NEFT Credit - Metro Traders Pvt Ltd,TXN1770,0,16719349,2407327286,RTGS
11-04-2022,NEFT Credit - Horizon Corp Ltd,TXN1771,0,9728918,2417056204,RTGS
12-04-2022,RTGS Payment - Ahmedabad Dyes Ltd,TXN1772,16347631,0,2400708573,RTGS
13-04-2022,NEFT Credit - Apex Corp,TXN1773,0,10477090,2411185663,RTGS
13-04-2022,NEFT Credit - Indus Trading,TXN1774,0,4076637,2415262300,NEFT
14-04-2022,RTGS Payment - Tirupur Cotton Co,TXN1775,8115355,0,2407146945,RTGS
18-04-2022,NEFT Credit - Pioneer Mfg Ltd,TXN1776,0,22304093,2429451038,RTGS
19-04-2022,RTGS Payment - Punjab Suppliers Co,TXN1777,16442033,0,2413009005,RTGS
20-04-2022,GST Payment - GSTIN MH29AA1234Z,GST202204,1281128,0,2411727877,NEFT
21-04-2022,RTGS Payment - Bangalore Thread Works,TXN1779,6143062,0,2405584815,RTGS
22-04-2022,NEFT Credit - Silver Oak Ltd,TXN1780,0,8311096,2413895911,RTGS
25-04-2022,NEFT Credit - Pioneer Mfg Ltd,TXN1783,0,21486622,2456261254,RTGS
25-04-2022,NEFT Credit - Central Trading,TXN1782,0,8214922,2434774632,RTGS
25-04-2022,NEFT Credit - Zenith Industries Ltd,TXN1781,0,12663799,2426559710,RTGS
26-04-2022,RTGS Payment - Tirupur Cotton Co,TXN1784,5447575,0,2450813679,RTGS
26-04-2022,RTGS Payment - Punjab Suppliers Co,TXN1785,13610706,0,2437202973,RTGS
27-04-2022,NEFT Credit - Pioneer Mfg Ltd,TXN1786,0,3858629,2441061602,NEFT
28-04-2022,Electricity Bill - MSEDCL,ELEC202204,296955,0,2440764647,NEFT
29-04-2022,NEFT Credit - Western Corp,TXN1788,0,14223967,2454988614,RTGS
02-05-2022,NEFT Credit - Sunrise Trading Co,TXN1789,0,12264256,2467252870,RTGS
03-05-2022,RTGS Payment - Rajasthan Textiles Supply,TXN1790,14963964,0,2452288906,RTGS
04-05-2022,NEFT Credit - National Traders,TXN1791,0,7173437,2459462343,RTGS
04-05-2022,NEFT Credit - Deccan Industries,TXN1792,0,5492653,2464954996,RTGS
05-05-2022,NACH Debit - HDFC Bank Loan Repayment,EMI1202205,1500000,0,2463454996,NEFT
06-05-2022,NEFT Credit - Diamond Exports Ltd,TXN1794,0,15508012,2478963008,RTGS
06-05-2022,NEFT Credit - National Traders,TXN1795,0,7019245,2485982253,RTGS
09-05-2022,NEFT Credit - Bharat Industries Ltd,TXN1797,0,4815089,2501591318,NEFT
09-05-2022,NEFT Credit - National Traders,TXN1796,0,10793976,2496776229,RTGS
11-05-2022,NEFT Credit - Northern Exports,TXN1798,0,20856999,2522448317,RTGS
11-05-2022,NEFT Credit - Crown Industries,TXN1799,0,18729356,2541177673,RTGS
11-05-2022,NEFT Credit - Indus Trading,TXN1800,0,4405242,2545582915,NEFT
12-05-2022,RTGS Payment - Pune Engineering Works,TXN1801,16735310,0,2528847605,RTGS
13-05-2022,NEFT Credit - Sterling Corp,TXN1802,0,6982597,2535830202,RTGS
13-05-2022,NEFT Credit - Royal Textiles,TXN1803,0,18243482,2554073684,RTGS
16-05-2022,NEFT Credit - Allied Industries,TXN1804,0,6070878,2560144562,RTGS
17-05-2022,RTGS Payment - Bangalore Thread Works,TXN1805,5008628,0,2555135934,RTGS
17-05-2022,RTGS Payment - Punjab Suppliers Co,TXN1806,4637143,0,2550498791,RTGS
18-05-2022,NEFT Credit - Bharat Industries Ltd,TXN1807,0,23001579,2573500370,RTGS
18-05-2022,NEFT Credit - Eastern Exports,TXN1808,0,14271412,2587771782,RTGS
19-05-2022,RTGS Payment - Bangalore Thread Works,TXN1809,11421266,0,2576350516,RTGS
19-05-2022,RTGS Payment - Kolkata Packaging Co,TXN1810,10132081,0,2566218435,RTGS
20-05-2022,GST Payment - GSTIN MH29AA1234Z,GST202205,1230108,0,2564988327,NEFT
23-05-2022,NEFT Credit - Central Trading,TXN1814,0,21859740,2600735042,RTGS
23-05-2022,NEFT Credit - Sterling Corp,TXN1812,0,6687876,2571676203,RTGS
23-05-2022,NEFT Credit - Northern Exports,TXN1813,0,7199099,2578875302,RTGS
24-05-2022,RTGS Payment - Mumbai Transport Co,TXN1815,10095834,0,2590639208,RTGS
25-05-2022,NEFT Credit - Sterling Corp,TXN1816,0,14732657,2605371865,RTGS
26-05-2022,RTGS Payment - Mumbai Transport Co,TXN1817,9499148,0,2595872717,RTGS
26-05-2022,RTGS Payment - Ludhiana Yarn Mills,TXN1818,4115275,0,2591757442,RTGS
27-05-2022,NEFT Credit - Sterling Corp,TXN1819,0,13846550,2605603992,RTGS
27-05-2022,NEFT Credit - Ganges Corp,TXN1820,0,11912682,2617516674,RTGS
30-05-2022,NEFT Credit - Pioneer Mfg Ltd,TXN1821,0,19273789,2636790463,RTGS
30-05-2022,NEFT Credit - Apex Corp,TXN1822,0,6420995,2643211458,RTGS
31-05-2022,RTGS Payment - Punjab Suppliers Co,TXN1823,9765685,0,2633445773,RTGS
01-06-2022,Rent Payment - Factory Premises,RNT202206,500000,0,2632945773,NEFT
02-06-2022,RTGS Payment - Ludhiana Yarn Mills,TXN1825,14914940,0,2618030833,RTGS
03-06-2022,NEFT Credit - Northern Exports,TXN1826,0,7725950,2625756783,RTGS
03-06-2022,NEFT Credit - Eastern Exports,TXN1827,0,5372627,2631129410,RTGS
06-06-2022,NEFT Credit - Sterling Corp,TXN1830,0,15224782,2676022559,RTGS
06-06-2022,NEFT Credit - Eastern Exports,TXN1828,0,22206966,2653336376,RTGS
06-06-2022,NEFT Credit - Silver Oak Ltd,TXN1829,0,7461401,2660797777,RTGS
07-06-2022,Salary Payment - All Staff,SAL202206,3400000,0,2672622559,NEFT
07-06-2022,TDS Payment Challan 281,TDS202206,524415,0,2672098144,NEFT
08-06-2022,NEFT Credit - Central Trading,TXN1833,0,5086243,2677184387,RTGS
08-06-2022,NEFT Credit - Crown Industries,TXN1834,0,13844045,2691028432,RTGS
09-06-2022,RTGS Payment - Punjab Suppliers Co,TXN1835,12215863,0,2678812569,RTGS
09-06-2022,RTGS Payment - Hyderabad Dye Stuff Co,TXN1836,6089164,0,2672723405,RTGS
13-06-2022,NEFT Credit - Ganges Corp,TXN1837,0,19539591,2692262996,RTGS
14-06-2022,RTGS Payment - Ahmedabad Dyes Ltd,TXN1838,4335603,0,2687927393,RTGS
15-06-2022,Advance Tax Payment,ADVTAX202206,1200000,0,2686727393,NEFT
16-06-2022,RTGS Payment - Delhi Logistics Pvt Ltd,TXN1841,4447455,0,2670427352,RTGS
16-06-2022,RTGS Payment - Ahmedabad Dyes Ltd,TXN1840,11852586,0,2674874807,RTGS
17-06-2022,NEFT Credit - Northern Exports,TXN1843,0,17758623,2699134614,RTGS
17-06-2022,NEFT Credit - Western Corp,TXN1842,0,10948639,2681375991,RTGS
20-06-2022,GST Payment - GSTIN MH29AA1234Z,GST202206,1288215,0,2697846399,NEFT
21-06-2022,RTGS Payment - Bangalore Thread Works,TXN1845,18107447,0,2679738952,RTGS
22-06-2022,NEFT Credit - Southern Corp,TXN1846,0,12334056,2692073008,RTGS
22-06-2022,NEFT Credit - Zenith Industries Ltd,TXN1847,0,9413758,2701486766,RTGS
22-06-2022,NEFT Credit - Horizon Corp Ltd,TXN1848,0,13727805,2715214571,RTGS
23-06-2022,RTGS Payment - Delhi Logistics Pvt Ltd,TXN1849,2622438,0,2712592133,RTGS
23-06-2022,RTGS Payment - Rajasthan Textiles Supply,TXN1850,17113874,0,2695478259,RTGS
24-06-2022,NEFT Credit - Western Corp,TXN1851,0,16808091,2712286350,RTGS
27-06-2022,NEFT Credit - Pioneer Mfg Ltd,TXN1852,0,4388681,2716675031,NEFT
28-06-2022,Electricity Bill - MSEDCL,ELEC202206,262026,0,2716413005,NEFT
29-06-2022,NEFT Credit - National Traders,TXN1854,0,10578661,2726991666,RTGS
29-06-2022,NEFT Credit - Prestige Manufacturing,TXN1855,0,17447240,2744438906,RTGS
29-06-2022,NEFT Credit - Diamond Exports Ltd,TXN1856,0,14798571,2759237477,RTGS
30-06-2022,RTGS Payment - Delhi Logistics Pvt Ltd,TXN1857,7748407,0,2751489070,RTGS
01-07-2022,Rent Payment - Factory Premises,RNT202207,500000,0,2750989070,NEFT
04-07-2022,NEFT Credit - Silver Oak Ltd,TXN1859,0,22405279,2773394349,RTGS
04-07-2022,NEFT Credit - Bharat Industries Ltd,TXN1860,0,6210685,2779605034,RTGS
04-07-2022,NEFT Credit - Allied Industries,TXN1861,0,5125259,2784730293,RTGS
05-07-2022,NACH Debit - HDFC Bank Loan Repayment,EMI1202207,1500000,0,2783230293,NEFT
06-07-2022,NEFT Credit - Sunrise Trading Co,TXN1863,0,5029752,2788260045,RTGS
07-07-2022,Salary Payment - All Staff,SAL202207,3400000,0,2784860045,NEFT
08-07-2022,NEFT Credit - Apex Corp,TXN1865,0,12490256,2797350301,RTGS
08-07-2022,NEFT Credit - Diamond Exports Ltd,TXN1866,0,17587574,2814937875,RTGS
08-07-2022,NEFT Credit - Royal Textiles,TXN1867,0,18192541,2833130416,RTGS
11-07-2022,NEFT Credit - Horizon Corp Ltd,TXN1868,0,10593294,2843723710,RTGS
11-07-2022,NEFT Credit - Coastal Traders,TXN1869,0,20551489,2864275199,RTGS
12-07-2022,RTGS Payment - Delhi Logistics Pvt Ltd,TXN1870,9732753,0,2854542446,RTGS
13-07-2022,NEFT Credit - Crown Industries,TXN1871,0,19688685,2874231131,RTGS
14-07-2022,RTGS Payment - Mumbai Transport Co,TXN1873,12575004,0,2855436442,RTGS
14-07-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN1872,6219685,0,2868011446,RTGS
18-07-2022,NEFT Credit - Zenith Industries Ltd,TXN1874,0,10219301,2865655743,RTGS
19-07-2022,RTGS Payment - Chennai Chemicals Ltd,TXN1875,15393988,0,2850261755,RTGS
19-07-2022,RTGS Payment - Rajasthan Textiles Supply,TXN1876,15340492,0,2834921263,RTGS
20-07-2022,GST Payment - GSTIN MH29AA1234Z,GST202207,967931,0,2833953332,NEFT
21-07-2022,RTGS Payment - Delhi Logistics Pvt Ltd,TXN1878,4533003,0,2829420329,RTGS
21-07-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN1879,10864741,0,2818555588,RTGS
22-07-2022,NEFT Credit - Sterling Corp,TXN1880,0,9255339,2827810927,RTGS
22-07-2022,NEFT Credit - Pioneer Mfg Ltd,TXN1881,0,16117644,2843928571,RTGS
22-07-2022,NEFT Credit - Eastern Exports,TXN1882,0,11081234,2855009805,RTGS
25-07-2022,NEFT Credit - Eastern Exports,TXN1883,0,15243878,2870253683,RTGS
25-07-2022,NEFT Credit - Apex Corp,TXN1884,0,16683497,2886937180,RTGS
25-07-2022,NEFT Credit - Central Trading,TXN1885,0,4779428,2891716608,NEFT
26-07-2022,RTGS Payment - Punjab Suppliers Co,TXN1887,16983805,0,2864499407,RTGS
26-07-2022,RTGS Payment - Gujarat Raw Materials Ltd,TXN1886,10233396,0,2881483212,RTGS
27-07-2022,NEFT Credit - Western Corp,TXN1888,0,17764390,2882263797,RTGS
27-07-2022,NEFT Credit - Western Corp,TXN1889,0,16930180,2899193977,RTGS
28-07-2022,Electricity Bill - MSEDCL,ELEC202207,342995,0,2898850982,NEFT
29-07-2022,NEFT Credit - Sterling Corp,TXN1891,0,13074518,2911925500,RTGS
29-07-2022,NEFT Credit - Global Exports India,TXN1892,0,16950629,2928876129,RTGS
29-07-2022,NEFT Credit - Zenith Industries Ltd,TXN1893,0,14257411,2943133540,RTGS
01-08-2022,Rent Payment - Factory Premises,RNT202208,500000,0,2942633540,NEFT
02-08-2022,RTGS Payment - Tirupur Cotton Co,TXN1895,18418329,0,2924215211,RTGS
03-08-2022,NEFT Credit - Diamond Exports Ltd,TXN1896,0,15501761,2939716972,RTGS
03-08-2022,NEFT Credit - Apex Corp,TXN1897,0,18013615,2957730587,RTGS
03-08-2022,NEFT Credit - Central Trading,TXN1898,0,6912177,2964642764,RTGS
04-08-2022,RTGS Payment - Mumbai Transport Co,TXN1899,12399620,0,2952243144,RTGS
